年度,日付,曜日,週末/祝日,球場,試合時間,ホーム球団,ビジター球団,ホーム得点,ビジター得点,ホーム安打,ビジター安打,ホーム失策,ビジター失策,ホームラン_ホーム,ホームラン_ビジター,ホームラン合計,HR詳細_ホーム,HR詳細_ビジター,ホーム勝利,得点差,逆転あり,サヨナラ,延長戦,リード変化回数,最終得点イニング,イニング別得点,勝利投手,敗戦投手,セーブ投手,URL
2022,2022年9月3日（土）,土,1,神　宮,3時間32分,東京ヤクルトスワローズ,中日ドラゴンズ,1,5,10,10,0,0,0,1,1,,ビシエド12号（6回ソロ小川）,0,4,0,0,0,0,8,"0(2),0(0),0(0),0(0),0(0),0(1),0(2),1(0),0(0)",小笠原（7勝8敗）,小川（6勝8敗）,,https://npb.jp/scores/2022/0903/s-d-20/
2022,2022年9月3日（土）,土,1,甲子園,3時間9分,阪神タイガース,読売ジャイアンツ,1,7,4,10,0,0,1,0,1,近本3号（4回ソロメルセデス）,,0,6,0,0,0,0,7,"0(0),0(0),0(1),1(0),0(1),0(1),0(4),0(0),0(0)",鍬原（3勝2敗）,藤浪（2勝3敗）,,https://npb.jp/scores/2022/0903/t-g-23/
2022,2022年9月4日（日）,日,1,マツダスタジアム,3時間24分,広島東洋カープ,横浜DeNAベイスターズ,7,0,9,7,0,1,1,0,1,坂倉13号（7回満塁田中健）,,1,7,0,1,0,0,7,"0(0),0(0),0(0),2(0),0(0),0(0),5(0),0(0),x(0)",玉村（2勝2敗）,京山（2勝2敗）,,https://npb.jp/scores/2022/0904/c-db-23/
2022,2022年9月4日（日）,日,1,楽天生命パーク,2時間59分,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,2,8,7,10,1,0,0,0,0,,,0,6,0,0,0,0,9,"0(0),0(0),0(2),0(0),0(0),0(3),0(0),0(3),2(0)",加藤（6勝6敗）,早川（5勝8敗）,,https://npb.jp/scores/2022/0904/e-f-22/
2022,2022年9月4日（日）,日,1,PayPayドーム,3時間33分,福岡ソフトバンクホークス,埼玉西武ライオンズ,1,4,7,6,1,0,0,1,1,,外崎11号（7回2ラン千賀）,0,3,0,0,0,0,7,"0(0),0(0),0(0),0(0),0(0),0(0),1(4),0(0),0(0)",エンス（10勝6敗）,千賀（9勝5敗）,増田（29セ）,https://npb.jp/scores/2022/0904/h-l-20/
2022,2022年9月4日（日）,日,1,ZOZOマリン,3時間7分,千葉ロッテマリーンズ,オリックス・バファローズ,2,5,5,10,1,1,0,1,1,,頓宮9号（5回2ラン小島）,0,3,0,0,0,0,5,"0(0),1(3),0(0),0(0),1(2),0(0),0(0),0(0),0(0)",宮城（10勝6敗）,小島（3勝10敗）,阿部（2セ）,https://npb.jp/scores/2022/0904/m-b-22/
2022,2022年9月4日（日）,日,1,神　宮,3時間35分,東京ヤクルトスワローズ,中日ドラゴンズ,3,6,5,14,1,1,1,0,1,村上51号（6回2ラン髙橋宏）,,0,3,0,0,0,0,6,"0(1),0(1),0(0),1(0),0(0),2(4),0(0),0(0),0(0)",髙橋宏（5勝5敗）,原（7勝5敗）,R.マルティネス（31セ）,https://npb.jp/scores/2022/0904/s-d-21/
2022,2022年9月4日（日）,日,1,甲子園,2時間37分,阪神タイガース,読売ジャイアンツ,0,2,7,3,0,0,0,1,1,,中田17号（7回2ラン西純）,0,2,0,0,0,0,7,"0(0),0(0),0(0),0(0),0(0),0(0),0(2),0(0),0(0)",赤星（4勝5敗）,西純（5勝3敗）,大勢（31セ）,https://npb.jp/scores/2022/0904/t-g-24/
2022,2022年9月6日（火）,火,0,バンテリンドーム,3時間28分,中日ドラゴンズ,広島東洋カープ,2,4,8,10,0,0,1,1,2,阿部9号（4回2ラン九里）,秋山5号（3回3ラン柳）,0,2,0,0,0,0,4,"0(0),0(0),0(4),2(0),0(0),0(0),0(0),0(0),0(0)",九里（6勝8敗）,柳（8勝10敗）,栗林（28セ）,https://npb.jp/scores/2022/0906/d-c-21/
2022,2022年9月6日（火）,火,0,札幌ドーム,3時間29分,北海道日本ハムファイターズ,オリックス・バファローズ,6,2,10,6,0,0,0,0,0,,,1,4,0,1,0,0,6,"0(0),2(0),0(1),0(0),4(0),0(1),0(0),0(0),x(0)",上沢（7勝7敗）,山岡（6勝7敗）,,https://npb.jp/scores/2022/0906/f-b-22/
2022,2022年9月6日（火）,火,0,東京ドーム,3時間57分,読売ジャイアンツ,横浜DeNAベイスターズ,1,2,8,6,0,0,1,1,2,吉川6号（5回ソロ今永）,佐野18号（11回ソロ大勢）,0,1,0,0,1,0,11,"0(0),0(0),0(1),0(0),1(0),0(0),0(0),0(0),0(0),0(0),0(1)",入江（4勝0敗）,大勢（1勝2敗）,山﨑（32セ）,https://npb.jp/scores/2022/0906/g-db-17/
2022,2022年9月6日（火）,火,0,PayPayドーム,2時間36分,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,4,2,9,4,1,0,0,1,1,,浅村24号（1回ソロ和田）,1,2,0,1,0,0,5,"1(1),0(0),1(0),2(0),0(1),0(0),0(0),0(0),x(0)",和田（5勝4敗）,瀧中（2勝8敗）,モイネロ（20セ）,https://npb.jp/scores/2022/0906/h-e-19/
2022,2022年9月6日（火）,火,0,ベルーナドーム,2時間34分,埼玉西武ライオンズ,千葉ロッテマリーンズ,3,2,5,9,1,0,3,0,3,森8号（4回ソロ石川）、山川38号（4回ソロ石川）、呉5号（4回ソロ石川）,,1,1,0,1,0,0,8,"0(0),0(0),0(0),3(0),0(1),0(0),0(0),0(1),x(0)",髙橋光成（10勝7敗）,石川（7勝6敗）,平良（7セ）,https://npb.jp/scores/2022/0906/l-m-23/
2022,2022年9月6日（火）,火,0,甲子園,5時間17分,阪神タイガース,東京ヤクルトスワローズ,6,8,16,15,1,3,0,1,1,,村上52号（6回ソロ青柳）,0,2,1,0,1,1,11,"0(0),0(0),0(0),3(1),0(3),1(1),1(0),0(0),0(0),1(1),0(2)",マクガフ（1勝2敗）,浜地（1勝3敗）,田口（2セ）,https://npb.jp/scores/2022/0906/t-s-20/
2022,2022年9月7日（水）,水,0,バンテリンドーム,3時間16分,中日ドラゴンズ,広島東洋カープ,1,3,6,7,1,0,0,0,0,,,0,2,1,0,0,1,6,"1(0),0(0),0(0),0(1),0(0),0(2),0(0),0(0),0(0)",森（1勝0敗）,松葉（6勝6敗）,栗林（29セ）,https://npb.jp/scores/2022/0907/d-c-22/
2022,2022年9月7日（水）,水,0,札幌ドーム,3時間29分,北海道日本ハムファイターズ,オリックス・バファローズ,3,2,8,6,0,1,0,0,0,,,1,1,0,1,0,0,7,"0(0),0(0),2(2),0(0),0(0),0(0),1(0),0(0),x(0)",ロドリゲス（2勝2敗）,吉田凌（0勝1敗）,石川直（5セ）,https://npb.jp/scores/2022/0907/f-b-23/
2022,2022年9月7日（水）,水,0,東京ドーム,3時間15分,読売ジャイアンツ,横浜DeNAベイスターズ,18,3,23,7,0,0,5,1,6,吉川7号（2回ソロ濵口）、ウォーカー20号（4回満塁濵口）、ポランコ20号（4回3ラン濵口）、中田18号（6回2ラン三浦）、ポランコ21号（6回2ラン三浦）,宮﨑10号（5回ソロ山﨑伊）,1,15,0,1,0,0,8,"1(0),1(0),0(0),9(0),0(1),5(0),2(0),0(2),x(0)",山﨑伊（5勝4敗）,濵口（7勝5敗）,,https://npb.jp/scores/2022/0907/g-db-18/
2022,2022年9月7日（水）,水,0,PayPayドーム,3時間8分,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,3,4,9,8,1,0,2,0,2,デスパイネ9号（6回ソロ辛島）、中村晃5号（9回2ラン松井裕）,,0,1,0,0,0,0,9,"0(1),0(0),0(0),0(0),0(1),1(1),0(0),0(1),2(0)",辛島（5勝3敗）,石川（5勝9敗）,松井裕（29セ）,https://npb.jp/scores/2022/0907/h-e-20/
2022,2022年9月7日（水）,水,0,ベルーナドーム,2時間56分,埼玉西武ライオンズ,千葉ロッテマリーンズ,1,7,3,14,0,0,0,2,2,,山口10号（1回3ラン隅田）、井上5号（3回ソロ隅田）,0,6,0,0,0,0,6,"0(3),0(0),0(1),1(0),0(1),0(2),0(0),0(0),0(0)",佐藤奨（2勝5敗）,隅田（1勝9敗）,,https://npb.jp/scores/2022/0907/l-m-24/
2022,2022年9月7日（水）,水,0,甲子園,3時間10分,阪神タイガース,東京ヤクルトスワローズ,9,1,8,5,0,1,0,0,0,,,1,8,0,1,0,0,7,"0(0),0(0),0(0),6(0),0(0),1(1),2(0),0(0),x(0)",伊藤将（9勝5敗）,高梨（7勝7敗）,,https://npb.jp/scores/2022/0907/t-s-21/
2022,2022年9月8日（木）,木,0,バンテリンドーム,3時間8分,中日ドラゴンズ,広島東洋カープ,2,0,9,3,0,0,0,0,0,,,1,2,0,1,0,0,8,"0(0),0(0),0(0),1(0),0(0),0(0),0(0),1(0),x(0)",上田（1勝4敗）,森下（10勝7敗）,R.マルティネス（32セ）,https://npb.jp/scores/2022/0908/d-c-23/
2022,2022年9月8日（木）,木,0,東京ドーム,3時間32分,読売ジャイアンツ,横浜DeNAベイスターズ,6,5,6,9,0,0,2,0,2,大城12号（4回3ランロメロ）、中田19号（5回3ラン平田）,,1,1,1,1,0,1,8,"0(0),0(0),0(0),3(4),3(0),0(0),0(0),0(1),x(0)",鍵谷（2勝0敗）,平田（4勝3敗）,大勢（32セ）,https://npb.jp/scores/2022/0908/g-db-19/
2022,2022年9月8日（木）,木,0,PayPayドーム,3時間12分,福岡ソフトバンクホークス,東北楽天ゴールデンイーグルス,3,7,5,10,2,1,1,3,4,柳田17号（1回2ラン涌井）,茂木7号（4回2ランレイ）、マルモレホス7号（4回ソロレイ）、山﨑3号（7回ソロ松本）,0,4,1,0,0,1,8,"2(0),0(0),0(0),0(4),0(0),0(0),0(1),1(2),0(0)",涌井（4勝1敗）,レイ（5勝5敗）,,https://npb.jp/scores/2022/0908/h-e-21/
2022,2022年9月8日（木）,木,0,ベルーナドーム,3時間17分,埼玉西武ライオンズ,オリックス・バファローズ,0,5,6,6,1,0,0,3,3,,中川圭5号（4回ソロ平井）、伏見2号（8回ソロ増田）、中川圭6号（8回ソロ増田）,0,5,0,0,0,0,9,"0(0),0(0),0(0),0(1),0(0),0(0),0(1),0(2),0(1)",宇田川（1勝1敗）,平井（6勝7敗）,,https://npb.jp/scores/2022/0908/l-b-25/
2022,2022年9月8日（木）,木,0,ZOZOマリン,3時間45分,千葉ロッテマリーンズ,北海道日本ハムファイターズ,10,2,10,4,0,1,1,0,1,中村奨11号（8回2ラン堀）,,1,8,0,1,0,0,8,"0(0),0(0),0(0),0(0),0(0),1(0),1(0),8(2),x(0)",唐川（2勝0敗）,堀（1勝4敗）,,https://npb.jp/scores/2022/0908/m-f-17/
2022,2022年9月9日（金）,金,0,横　浜,3時間20分,横浜DeNAベイスターズ,阪神タイガース,9,2,11,7,0,0,1,0,1,牧24号（4回ソロ藤浪）,,1,7,1,1,0,1,7,"0(2),0(0),0(0),1(0),7(0),0(0),1(0),0(0),x(0)",上茶谷（3勝6敗）,藤浪（2勝4敗）,,https://npb.jp/scores/2022/0909/db-t-23/
2022,2022年9月9日（金）,金,0,東京ドーム,3時間43分,読売ジャイアンツ,中日ドラゴンズ,1,3,7,8,0,0,1,0,1,丸25号（9回ソロR.マルティネス）,,0,2,0,0,1,0,10,"0(0),0(0),0(0),0(0),0(0),0(1),0(0),0(0),1(0),0(2)",R.マルティネス（4勝3敗）,大勢（1勝3敗）,清水（1セ）,https://npb.jp/scores/2022/0909/g-d-21/
2022,2022年9月9日（金）,金,0,神　宮,3時間23分,東京ヤクルトスワローズ,広島東洋カープ,7,6,11,11,0,0,3,0,3,村上53号（2回ソロ大瀬良）、塩見14号（5回2ラン大瀬良）、長岡8号（6回2ラン大瀬良）,,1,1,1,1,0,2,7,"0(0),1(0),0(1),1(3),2(0),3(0),0(2),0(0),x(0)",久保（1勝0敗）,大瀬良（8勝8敗）,マクガフ（35セ）,https://npb.jp/scores/2022/0909/s-c-22/
2022,2022年9月10日（土）,土,1,京セラD大阪,3時間11分,オリックス・バファローズ,福岡ソフトバンクホークス,5,2,10,4,2,0,1,1,2,吉田正15号（3回ソロ板東）,今宮6号（7回ソロ山本）,1,3,0,1,0,1,7,"0(1),1(0),1(0),2(0),1(0),0(0),0(1),0(0),x(0)",山本（13勝5敗）,板東（2勝2敗）,ワゲスパック（4セ）,https://npb.jp/scores/2022/0910/b-h-21/
2022,2022年9月10日（土）,土,1,横　浜,3時間11分,横浜DeNAベイスターズ,阪神タイガース,7,0,9,3,0,2,0,0,0,,,1,7,0,1,0,0,8,"1(0),0(0),4(0),0(0),0(0),0(0),0(0),2(0),x(0)",石田（5勝4敗）,森木（0勝2敗）,,https://npb.jp/scores/2022/0910/db-t-24/
2022,2022年9月10日（土）,土,1,楽天生命パーク,3時間29分,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,4,6,9,10,1,0,1,1,2,浅村25号（5回3ラン本前）,山口11号（3回3ラン田中将）,0,2,0,0,0,0,6,"0(0),0(2),0(3),0(0),3(1),1(0),0(0),0(0),0(0)",西野（2勝2敗）,田中将（8勝10敗）,オスナ（7セ）,https://npb.jp/scores/2022/0910/e-m-24/
2022,2022年9月10日（土）,土,1,東京ドーム,2時間52分,読売ジャイアンツ,中日ドラゴンズ,2,5,5,10,0,0,0,1,1,,A.マルティネス8号（5回ソロメルセデス）,0,3,0,0,0,0,8,"0(0),0(0),0(0),0(0),0(1),0(1),0(0),2(3),0(0)",小笠原（8勝8敗）,メルセデス（5勝6敗）,R.マルティネス（33セ）,https://npb.jp/scores/2022/0910/g-d-22/
2022,2022年9月10日（土）,土,1,ベルーナドーム,3時間40分,埼玉西武ライオンズ,北海道日本ハムファイターズ,1,2,5,4,0,0,0,1,1,,近藤7号（10回ソロ増田）,0,1,0,0,1,0,10,"0(0),0(0),0(0),0(0),0(0),0(0),0(0),0(1),1(0),0(1)",井口（2勝0敗）,増田（2勝4敗）,河野（1セ）,https://npb.jp/scores/2022/0910/l-f-22/
2022,2022年9月10日（土）,土,1,神　宮,4時間17分,東京ヤクルトスワローズ,広島東洋カープ,7,15,11,20,1,1,0,3,3,,堂林8号（3回3ランサイスニード）、坂倉14号（3回3ラン山本大貴）、上本1号（3回ソロ山本大貴）,0,8,1,0,0,1,6,"1(0),0(0),0(12),6(0),0(0),0(3),0(0),0(0),0(0)",森浦（2勝5敗）,サイスニード（8勝6敗）,,https://npb.jp/scores/2022/0910/s-c-23/
2022,2022年9月11日（日）,日,1,京セラD大阪,3時間48分,オリックス・バファローズ,福岡ソフトバンクホークス,3,4,8,9,0,3,0,2,2,,柳田18号（1回3ラン山﨑福）、三森7号（3回ソロ山﨑福）,0,1,0,0,0,0,8,"0(3),0(0),0(1),0(0),0(0),2(0),0(0),1(0),0(0)",千賀（10勝5敗）,山﨑福（5勝8敗）,モイネロ（21セ）,https://npb.jp/scores/2022/0911/b-h-22/
2022,2022年9月11日（日）,日,1,マツダスタジアム,3時間33分,広島東洋カープ,読売ジャイアンツ,0,7,5,12,0,0,0,4,4,,丸26号（1回2ラン遠藤）、ウォーカー21号（2回ソロ遠藤）、中田20号（3回2ラン遠藤）、ウォーカー22号（8回ソロ森）,0,7,0,0,0,0,8,"0(2),0(1),0(2),0(0),0(0),0(1),0(0),0(1),0(0)",赤星（5勝5敗）,遠藤（4勝7敗）,,https://npb.jp/scores/2022/0911/c-g-25/
2022,2022年9月11日（日）,日,1,横　浜,3時間37分,横浜DeNAベイスターズ,東京ヤクルトスワローズ,0,1,7,8,0,1,0,0,0,,,0,1,0,0,0,0,5,"0(0),0(0),0(0),0(0),0(1),0(0),0(0),0(0),0(0)",小川（7勝8敗）,大貫（10勝7敗）,マクガフ（36セ）,https://npb.jp/scores/2022/0911/db-s-20/
2022,2022年9月11日（日）,日,1,楽天生命パーク,2時間40分,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,3,2,6,4,0,1,1,0,1,小深田2号（8回3ラン唐川）,,1,1,1,1,0,1,8,"0(0),0(0),0(0),0(2),0(0),0(0),0(0),3(0),x(0)",岸（8勝9敗）,唐川（2勝1敗）,松井裕（30セ）,https://npb.jp/scores/2022/0911/e-m-25/
2022,2022年9月11日（日）,日,1,ベルーナドーム,3時間3分,埼玉西武ライオンズ,北海道日本ハムファイターズ,3,0,7,5,0,0,1,0,1,中村11号（2回ソロポンセ）,,1,3,0,1,0,0,3,"0(0),1(0),2(0),0(0),0(0),0(0),0(0),0(0),x(0)",與座（10勝6敗）,ポンセ（3勝5敗）,増田（30セ）,https://npb.jp/scores/2022/0911/l-f-23/
2022,2022年9月11日（日）,日,1,甲子園,3時間13分,阪神タイガース,中日ドラゴンズ,5,0,7,8,1,0,0,0,0,,,1,5,0,1,0,0,6,"0(0),0(0),0(0),1(0),0(0),4(0),0(0),0(0),x(0)",西純（6勝3敗）,勝野（0勝4敗）,,https://npb.jp/scores/2022/0911/t-d-24/
2022,2022年9月12日（月）,月,0,横　浜,3時間14分,横浜DeNAベイスターズ,東京ヤクルトスワローズ,7,1,11,6,1,1,1,1,2,大和1号（7回ソロ星）,山田23号（1回ソロ今永）,1,6,1,1,0,1,7,"0(1),0(0),0(0),5(0),0(0),1(0),1(0),0(0),x(0)",今永（10勝3敗）,原（7勝6敗）,,https://npb.jp/scores/2022/0912/db-s-21/
2022,2022年9月12日（月）,月,0,楽天生命パーク,3時間4分,東北楽天ゴールデンイーグルス,オリックス・バファローズ,8,2,12,6,0,2,0,2,2,,頓宮10号（2回ソロ則本）、吉田正16号（9回ソロ酒居）,1,6,1,1,0,1,9,"0(0),0(1),1(0),0(0),2(0),2(0),3(0),0(0),x(1)",則本（8勝8敗）,宮城（10勝7敗）,,https://npb.jp/scores/2022/0912/e-b-21/
2022,2022年9月12日（月）,月,0,PayPayドーム,4時間6分,福岡ソフトバンクホークス,埼玉西武ライオンズ,7,5,10,11,0,0,2,1,3,デスパイネ10号（3回2ランエンス）、正木3号（4回ソロエンス）,山川39号（6回2ラン東浜）,1,2,1,1,0,1,8,"0(0),0(1),4(0),1(0),0(0),0(2),2(0),0(2),x(0)",東浜（10勝6敗）,エンス（10勝7敗）,モイネロ（22セ）,https://npb.jp/scores/2022/0912/h-l-21/
2022,2022年9月12日（月）,月,0,ZOZOマリン,2時間32分,千葉ロッテマリーンズ,北海道日本ハムファイターズ,3,0,8,7,0,0,0,0,0,,,1,3,0,1,0,0,4,"1(0),0(0),1(0),1(0),0(0),0(0),0(0),0(0),x(0)",鈴木（1勝2敗）,加藤（6勝7敗）,オスナ（8セ）,https://npb.jp/scores/2022/0912/m-f-18/
2022,2022年9月12日（月）,月,0,甲子園,3時間52分,阪神タイガース,中日ドラゴンズ,6,2,13,7,0,0,1,0,1,ロハス・ジュニア9号（8回2ラン谷元）,,1,4,0,1,0,0,9,"1(1),0(0),0(0),0(0),0(0),2(0),1(0),2(0),x(1)",ケラー（1勝2敗）,柳（8勝11敗）,,https://npb.jp/scores/2022/0912/t-d-25/
2022,2022年9月13日（火）,火,0,バンテリンドーム,2時間51分,中日ドラゴンズ,横浜DeNAベイスターズ,0,1,4,1,0,0,0,0,0,,,0,1,0,0,0,0,7,"0(0),0(0),0(0),0(0),0(0),0(0),0(1),0(0),0(0)",ガゼルマン（1勝0敗）,髙橋宏（5勝6敗）,山﨑（33セ）,https://npb.jp/scores/2022/0913/d-db-20/
2022,2022年9月13日（火）,火,0,楽天生命パーク,4時間27分,東北楽天ゴールデンイーグルス,オリックス・バファローズ,3,3,10,5,1,0,1,2,3,浅村26号（7回3ラン田嶋）,吉田正17号（2回ソロ早川）、吉田正18号（4回2ラン早川）,0,0,0,0,1,0,7,"0(0),0(1),0(0),0(2),0(0),0(0),3(0),0(0),0(0),0(0),0(0),0(0)",,,,https://npb.jp/scores/2022/0913/e-b-22/
2022,2022年9月13日（火）,火,0,PayPayドーム,3時間17分,福岡ソフトバンクホークス,埼玉西武ライオンズ,9,0,11,5,0,0,0,0,0,,,1,9,0,1,0,0,8,"0(0),0(0),0(0),1(0),1(0),0(0),2(0),5(0),x(0)",森（2勝4敗）,髙橋光成（10勝8敗）,,https://npb.jp/scores/2022/0913/h-l-22/
2022,2022年9月13日（火）,火,0,ZOZOマリン,3時間21分,千葉ロッテマリーンズ,北海道日本ハムファイターズ,3,11,8,16,1,0,0,3,3,,清宮14号（4回2ラン石川）、清宮15号（5回3ラン岩下）、アルカンタラ13号（9回3ラン田中靖）,0,8,1,0,0,1,9,"1(0),1(0),0(0),0(4),0(4),0(0),1(0),0(0),0(3)",上沢（8勝7敗）,石川（7勝7敗）,,https://npb.jp/scores/2022/0913/m-f-19/
2022,2022年9月13日（火）,火,0,神　宮,3時間47分,東京ヤクルトスワローズ,読売ジャイアンツ,7,9,9,18,1,2,4,4,8,塩見15号（1回ソロ菅野）、村上54号（4回ソロ菅野）、塩見16号（7回ソロ菅野）、村上55号（9回3ラン大勢）,岡本和26号（2回ソロ石川）、岡本和27号（4回ソロ石川）、ウォーカー23号（4回ソロ石川）、中田21号（5回3ラン大西）,0,2,0,0,0,1,9,"1(0),0(1),0(0),1(2),0(4),1(0),1(0),0(1),3(1)",菅野（8勝6敗）,石川（5勝4敗）,,https://npb.jp/scores/2022/0913/s-g-24/
2022,2022年9月13日（火）,火,0,甲子園,3時間58分,阪神タイガース,広島東洋カープ,3,6,11,10,2,0,0,0,0,,,0,3,0,0,0,0,8,"0(0),0(0),0(0),0(2),1(0),0(3),0(0),2(1),0(0)",松本（3勝2敗）,青柳（12勝4敗）,栗林（30セ）,https://npb.jp/scores/2022/0913/t-c-22/
2022,2022年9月14日（水）,水,0,バンテリンドーム,2時間57分,中日ドラゴンズ,横浜DeNAベイスターズ,3,2,8,7,0,0,1,1,2,石垣3号（5回ソロロメロ）,宮﨑11号（2回2ラン松葉）,1,1,1,1,0,2,6,"1(0),0(2),0(0),0(0),1(0),1(0),0(0),0(0),x(0)",祖父江（4勝3敗）,ロメロ（5勝8敗）,R.マルティネス（34セ）,https://npb.jp/scores/2022/0914/d-db-21/
2022,2022年9月14日（水）,水,0,PayPayドーム,2時間45分,福岡ソフトバンクホークス,埼玉西武ライオンズ,6,1,10,8,0,0,0,0,0,,,1,5,0,1,0,0,8,"5(0),0(0),0(0),0(1),0(0),0(0),0(0),1(0),x(0)",石川（6勝9敗）,隅田（1勝10敗）,,https://npb.jp/scores/2022/0914/h-l-23/
2022,2022年9月14日（水）,水,0,ZOZOマリン,2時間49分,千葉ロッテマリーンズ,北海道日本ハムファイターズ,8,1,8,5,1,2,0,1,1,,木村2号（1回ソロ佐々木朗）,1,7,1,1,0,1,6,"0(1),0(0),0(0),0(0),4(0),4(0),0(0),0(0),x(0)",佐々木朗（9勝4敗）,鈴木（1勝1敗）,,https://npb.jp/scores/2022/0914/m-f-20/
2022,2022年9月14日（水）,水,0,甲子園,3時間37分,阪神タイガース,広島東洋カープ,6,5,8,13,0,1,0,1,1,,西川10号（5回ソロ伊藤将）,1,1,0,1,0,0,7,"2(2),0(0),0(0),0(0),1(1),3(1),0(1),0(0),x(0)",ケラー（2勝2敗）,森下（10勝8敗）,岩崎（26セ）,https://npb.jp/scores/2022/0914/t-c-23/
2022,2022年9月15日（木）,木,0,京セラD大阪,4時間16分,オリックス・バファローズ,北海道日本ハムファイターズ,3,2,11,12,0,0,0,0,0,,,1,1,0,0,1,0,9,"0(0),1(0),0(1),0(0),0(0),0(0),0(0),1(0),0(1),0(0),0(0),1x(0)",吉田凌（1勝1敗）,堀（1勝5敗）,,https://npb.jp/scores/2022/0915/b-f-24/
2022,2022年9月15日（木）,木,0,楽天生命パーク,3時間44分,東北楽天ゴールデンイーグルス,福岡ソフトバンクホークス,3,7,8,15,1,1,1,1,2,辰己9号（8回2ラン津森）,柳田19号（3回2ラン辛島）,0,4,0,0,0,0,8,"0(0),0(1),0(3),0(0),0(2),0(0),1(0),2(1),0(0)",和田（6勝4敗）,辛島（5勝4敗）,,https://npb.jp/scores/2022/0915/e-h-22/
2022,2022年9月15日（木）,木,0,ZOZOマリン,2時間58分,千葉ロッテマリーンズ,埼玉西武ライオンズ,8,1,11,5,0,1,1,1,2,安田7号（2回2ラン平井）,金子1号（9回ソロ廣畑）,1,7,0,1,0,0,9,"0(0),2(0),2(0),2(0),0(0),0(0),2(0),0(0),x(1)",美馬（8勝6敗）,平井（6勝8敗）,,https://npb.jp/scores/2022/0915/m-l-25/
2022,2022年9月16日（金）,金,1,京セラD大阪,3時間36分,オリックス・バファローズ,北海道日本ハムファイターズ,3,6,10,12,1,1,1,2,3,宗5号（6回ソロ吉田）,清宮16号（5回3ラン村西）、谷内1号（8回ソロ吉田凌）,0,3,1,0,0,1,8,"0(0),0(0),1(0),0(0),0(4),1(0),0(0),1(2),0(0)",メネズ（1勝0敗）,増井（0勝2敗）,石川直（6セ）,https://npb.jp/scores/2022/0916/b-f-25/
